car_value,salary_range,debt_to_income_ratio,loan_length,repaid_loan_on_prev_car,size_of_downpayment,driver_tenure,timestamp,y_pred_proba,y_pred,repaid
15807.0,40K - 60K €,0.6699051062693334,14.0,True,10%,3.4409438062776445,2018-10-30 21:55:25.104,0.84,1,1
11284.0,60K+ €,0.6866680887767221,20.0,True,30%,5.678038788158935,2018-10-30 22:04:08.256,0.98,1,1
19614.0,20K - 20K €,0.5686951964446173,6.0,True,20%,6.796402097792279,2018-10-30 22:12:51.408,0.08,0,0
32084.0,0 - 20K €,0.4863840277225851,11.0,True,40%,2.685161966663639,2018-10-30 22:21:34.560,0.29,0,1
11184.0,40K - 60K €,0.5769051012757246,20.0,True,20%,4.141900019383701,2018-10-30 22:30:17.712,0.94,1,1
45148.0,40K - 60K €,0.7283408102891503,6.0,True,10%,6.53348041531078,2018-10-30 22:39:00.864,0.03,0,0
20960.0,40K - 60K €,0.5595183537043592,18.0,True,30%,4.496331471284074,2018-10-30 22:47:44.016,0.99,1,0
35859.0,0 - 20K €,0.4280371455829285,21.0,False,20%,6.584603035462326,2018-10-30 22:56:27.168,0.03,0,0
38305.0,0 - 20K €,0.7143865380830893,18.0,False,10%,0.5459892875393415,2018-10-30 23:05:10.320,0.94,1,1
16594.0,0 - 20K €,0.6408002256496158,15.0,False,20%,1.3021643537240224,2018-10-30 23:13:53.472,0.99,1,1
50587.0,20K - 20K €,0.7291309436960705,12.0,False,0%,0.1762049822521353,2018-10-30 23:22:36.624,0.99,1,1
46129.0,0 - 20K €,0.6433297040673929,11.0,True,0%,6.993630386972174,2018-10-30 23:31:19.776,0.92,1,1
33173.0,40K - 60K €,0.6870197866934667,8.0,False,20%,0.0839511011161016,2018-10-30 23:40:02.928,1.0,1,1
84898.0,40K - 60K €,0.698727437828387,6.0,True,20%,6.012543293417483,2018-10-30 23:48:46.080,0.0,0,0
48293.0,40K - 60K €,0.7136506405360435,6.0,True,20%,5.81832161475473,2018-10-30 23:57:29.232,0.0,0,0
46167.0,0 - 20K €,0.3752212378781538,20.0,False,20%,6.437344757520781,2018-10-31 00:06:12.384,0.0,0,0
67551.0,60K+ €,0.72876523011375,12.0,False,40%,0.0347087595641728,2018-10-31 00:14:55.536,1.0,1,1
27319.0,20K - 20K €,0.69976460438706,20.0,False,20%,1.2171309751599009,2018-10-31 00:23:38.688,0.98,1,1
24199.0,60K+ €,0.6740493771113879,6.0,True,20%,6.153501855716154,2018-10-31 00:32:21.840,0.0,0,0
40665.0,20K - 20K €,0.6694601139140918,19.0,False,40%,1.1793580292845385,2018-10-31 00:41:04.992,0.97,1,1
11276.0,0 - 20K €,0.3979340235427061,14.0,True,0%,3.9953125775526392,2018-10-31 00:49:48.144,0.03,0,1
67493.0,20K - 20K €,0.6571366616206135,15.0,False,40%,0.808224546666692,2018-10-31 00:58:31.296,0.94,1,1
82556.0,20K - 20K €,0.3502434831362361,6.0,True,40%,6.95729512795524,2018-10-31 01:07:14.448,0.06,0,0
45102.0,20K - 20K €,0.5334478998983815,16.0,True,30%,5.700492117640431,2018-10-31 01:15:57.600,0.97,1,1
30249.0,40K - 60K €,0.7306624975312184,6.0,False,10%,6.660019281805743,2018-10-31 01:24:40.752,0.02,0,0
16361.0,20K - 20K €,0.6806943352054654,18.0,True,40%,6.226019760847431,2018-10-31 01:33:23.904,0.99,1,1
37020.0,20K - 20K €,0.5489851801948052,17.0,True,30%,5.20089228061169,2018-10-31 01:42:07.056,0.99,1,1
19079.0,0 - 20K €,0.3111622723161722,16.0,False,30%,6.629792426151052,2018-10-31 01:50:50.208,0.0,0,0
22997.0,40K - 60K €,0.6425981499283354,12.0,True,30%,2.902415751791241,2018-10-31 01:59:33.360,0.85,1,1
11683.0,20K - 20K €,0.5722704405263955,22.0,False,30%,6.531971838102178,2018-10-31 02:08:16.512,0.97,1,1
11933.0,0 - 20K €,0.4450048656121317,17.0,False,10%,3.0154576148270817,2018-10-31 02:16:59.664,0.24,0,1
68326.0,40K - 60K €,0.72114636516028,6.0,True,10%,5.37441851727049,2018-10-31 02:25:42.816,0.04,0,0
25232.0,20K - 20K €,0.6632297656244069,19.0,True,20%,6.210851546807142,2018-10-31 02:34:25.968,0.86,1,1
19654.0,0 - 20K €,0.7234100673502262,9.0,True,10%,6.286246352435736,2018-10-31 02:43:09.120,0.11,0,0
13754.0,20K - 20K €,0.5995585303541501,10.0,True,20%,5.725798973286357,2018-10-31 02:51:52.272,0.57,0,0
14305.0,40K - 60K €,0.5669512618471508,15.0,True,10%,3.5848263678823127,2018-10-31 03:00:35.424,0.9,1,1
20510.0,0 - 20K €,0.6085423452207243,19.0,False,0%,3.924629020331885,2018-10-31 03:09:18.576,0.09,0,0
11927.0,40K - 60K €,0.6651203982635696,21.0,False,40%,3.2457851864068346,2018-10-31 03:18:01.728,0.99,1,1
11770.0,20K - 20K €,0.721152419825413,9.0,False,10%,4.008884657085881,2018-10-31 03:26:44.880,0.31,0,0
15522.0,20K - 20K €,0.7164217877931891,13.0,False,20%,0.7854670106630091,2018-10-31 03:35:28.032,0.96,1,1
13048.0,40K - 60K €,0.7078733062976569,12.0,True,30%,0.3143705333401688,2018-10-31 03:44:11.184,0.94,1,1
10060.0,60K+ €,0.7315592424497469,19.0,True,40%,2.241853523261822,2018-10-31 03:52:54.336,0.93,1,1
37069.0,20K - 20K €,0.5486708422619943,10.0,True,30%,0.6513273359785234,2018-10-31 04:01:37.488,0.79,1,1
12188.0,0 - 20K €,0.2656360051286608,13.0,False,30%,6.07078979696834,2018-10-31 04:10:20.640,0.11,0,0
25646.0,0 - 20K €,0.6497099473486004,8.0,True,30%,6.958829943353793,2018-10-31 04:19:03.792,0.77,1,1
10051.0,20K - 20K €,0.680373100784578,21.0,False,0%,5.896441170434318,2018-10-31 04:27:46.944,0.96,1,1
11762.0,0 - 20K €,0.6045540106899722,7.0,True,10%,6.896415259402119,2018-10-31 04:36:30.096,0.16,0,0
33195.0,0 - 20K €,0.6833238955818526,20.0,True,30%,6.417126549213371,2018-10-31 04:45:13.248,0.83,1,0
12002.0,20K - 20K €,0.7192977783434645,17.0,True,10%,6.546195856412014,2018-10-31 04:53:56.400,0.95,1,1
36711.0,20K - 20K €,0.6578247577850791,9.0,True,20%,0.3075779903535042,2018-10-31 05:02:39.552,0.98,1,1
10872.0,40K - 60K €,0.7213408638765503,15.0,True,10%,3.974566268656249,2018-10-31 05:11:22.704,0.98,1,1
38927.0,20K - 20K €,0.6900463639893317,20.0,True,20%,6.747501170852072,2018-10-31 05:20:05.856,1.0,1,1
19751.0,60K+ €,0.7274020532847842,6.0,True,10%,6.036311263161011,2018-10-31 05:28:49.008,0.04,0,0
13648.0,20K - 20K €,0.6314621172785156,7.0,True,20%,5.214965689717005,2018-10-31 05:37:32.160,0.06,0,0
49943.0,40K - 60K €,0.4484856391384781,20.0,False,40%,1.7369012580606529,2018-10-31 05:46:15.312,0.93,1,1
32095.0,0 - 20K €,0.3636028508090663,19.0,False,20%,6.562331545549522,2018-10-31 05:54:58.464,0.04,0,0
21626.0,0 - 20K €,0.6203350166432277,20.0,True,0%,5.704333495003235,2018-10-31 06:03:41.616,0.08,0,0
24739.0,20K - 20K €,0.7097583215356741,6.0,True,30%,3.2135585551963457,2018-10-31 06:12:24.768,0.05,0,0
13995.0,0 - 20K €,0.6268214672127949,18.0,True,0%,5.455670423040051,2018-10-31 06:21:07.920,0.2,0,0
29828.0,0 - 20K €,0.2825041462634481,18.0,False,10%,4.56398234638341,2018-10-31 06:29:51.072,0.13,0,1
19799.0,60K+ €,0.7122322835667627,14.0,False,30%,0.2330954197150101,2018-10-31 06:38:34.224,0.98,1,1
14999.0,0 - 20K €,0.6786705033460768,16.0,True,0%,5.6997541079815806,2018-10-31 06:47:17.376,0.43,0,0
12149.0,20K - 20K €,0.6538568885902101,13.0,False,0%,1.1032192087528545,2018-10-31 06:56:00.528,0.93,1,1
11526.0,0 - 20K €,0.2667091722829317,13.0,False,10%,5.904253091967732,2018-10-31 07:04:43.680,0.05,0,0
19032.0,20K - 20K €,0.6017204817349995,21.0,False,20%,1.302987668111564,2018-10-31 07:13:26.832,0.96,1,1
34886.0,0 - 20K €,0.5390896803544201,20.0,False,10%,6.528872826766788,2018-10-31 07:22:09.984,0.0,0,1
25706.0,20K - 20K €,0.6702027826259881,20.0,False,10%,3.643341704065224,2018-10-31 07:30:53.136,0.9,1,1
10680.0,0 - 20K €,0.271452050545385,11.0,False,40%,6.95805242821577,2018-10-31 07:39:36.288,0.02,0,0
12755.0,0 - 20K €,0.7184863550934873,7.0,True,30%,5.723473382814101,2018-10-31 07:48:19.440,0.09,0,0
57426.0,0 - 20K €,0.3328441836948844,19.0,False,40%,6.798312901307889,2018-10-31 07:57:02.592,0.0,0,0
10793.0,40K - 60K €,0.7155870654395851,8.0,True,10%,6.079328289564998,2018-10-31 08:05:45.744,0.56,0,0
45483.0,0 - 20K €,0.6408429385877341,20.0,False,20%,6.609272582780687,2018-10-31 08:14:28.896,0.01,0,0
19249.0,0 - 20K €,0.2712773956585988,15.0,False,40%,6.75851607740223,2018-10-31 08:23:12.048,0.0,0,0
16121.0,40K - 60K €,0.7273068535785535,13.0,True,0%,2.0311430775825627,2018-10-31 08:31:55.200,0.23,0,1
34892.0,20K - 20K €,0.6462603097518443,11.0,False,20%,0.1672569211818822,2018-10-31 08:40:38.352,0.98,1,1
10510.0,20K - 20K €,0.7276525417057664,8.0,True,0%,6.730007343558135,2018-10-31 08:49:21.504,0.32,0,0
19044.0,60K+ €,0.710408846284625,21.0,False,40%,1.7090477052632909,2018-10-31 08:58:04.656,0.99,1,1
13485.0,20K - 20K €,0.6783783259140559,19.0,True,30%,3.0052990876285888,2018-10-31 09:06:47.808,0.99,1,1
25059.0,40K - 60K €,0.6963362090894578,20.0,True,30%,5.533570969648855,2018-10-31 09:15:30.960,0.98,1,1
88486.0,40K - 60K €,0.7201907769200893,7.0,False,20%,0.0247842380255233,2018-10-31 09:24:14.112,0.92,1,1
12613.0,20K - 20K €,0.697300644440114,21.0,True,20%,4.611018089105304,2018-10-31 09:32:57.264,0.98,1,0
11158.0,0 - 20K €,0.4274549849929009,15.0,True,0%,3.635394484198722,2018-10-31 09:41:40.416,0.12,0,0
10464.0,0 - 20K €,0.3113511840062359,12.0,False,0%,2.930209648332699,2018-10-31 09:50:23.568,0.03,0,0
59773.0,20K - 20K €,0.5289582689260969,18.0,True,40%,6.896423085683648,2018-10-31 09:59:06.720,0.98,1,1
20016.0,0 - 20K €,0.2877671377611728,19.0,False,10%,6.431738262683073,2018-10-31 10:07:49.872,0.01,0,0
41544.0,0 - 20K €,0.3530132487964408,20.0,True,0%,4.484520977484985,2018-10-31 10:16:33.024,0.06,0,0
80653.0,40K - 60K €,0.7289960208927421,6.0,True,0%,6.969799970460332,2018-10-31 10:25:16.176,0.03,0,0
32744.0,40K - 60K €,0.716390385691063,19.0,True,0%,6.76509824137889,2018-10-31 10:33:59.328,0.96,1,1
25640.0,20K - 20K €,0.6510434526049395,20.0,False,30%,2.111730791296988,2018-10-31 10:42:42.480,0.97,1,0
78508.0,20K - 20K €,0.6488793555387281,6.0,False,40%,6.806945302222068,2018-10-31 10:51:25.632,0.02,0,0
14072.0,40K - 60K €,0.6158101036477853,9.0,True,20%,6.102610032129267,2018-10-31 11:00:08.784,0.71,1,1
69392.0,20K - 20K €,0.523955701363132,6.0,True,40%,4.3363901353597685,2018-10-31 11:08:51.936,0.03,0,0
12110.0,0 - 20K €,0.4111307334227915,6.0,True,40%,5.722256529208629,2018-10-31 11:17:35.088,0.03,0,0
96510.0,40K - 60K €,0.7113782951867547,6.0,True,10%,5.69070148913214,2018-10-31 11:26:18.240,0.11,0,0
23894.0,40K - 60K €,0.4877222396723673,14.0,False,40%,4.027689029038549,2018-10-31 11:35:01.392,0.93,1,1
18118.0,0 - 20K €,0.4520505057268573,18.0,True,10%,6.394660491040139,2018-10-31 11:43:44.544,0.03,0,0
53834.0,20K - 20K €,0.7303994002573031,14.0,False,10%,0.1845528280347656,2018-10-31 11:52:27.696,1.0,1,1
13357.0,0 - 20K €,0.3216523637808585,16.0,True,20%,6.315410291175658,2018-10-31 12:01:10.848,0.12,0,0
60081.0,20K - 20K €,0.4315837069116027,6.0,True,40%,6.693556887211807,2018-10-31 12:09:54.000,0.01,0,0
24820.0,20K - 20K €,0.7027616497471325,17.0,False,10%,0.7522987368470192,2018-10-31 12:18:37.152,0.94,1,1
11686.0,40K - 60K €,0.7218670479028552,15.0,True,40%,4.793632539398944,2018-10-31 12:27:20.304,0.94,1,1
21529.0,20K - 20K €,0.6015255236888466,17.0,False,10%,0.7276579201055082,2018-10-31 12:36:03.456,1.0,1,1
17100.0,20K - 20K €,0.6953978640444625,7.0,True,20%,6.296093425676914,2018-10-31 12:44:46.608,0.04,0,0
26356.0,20K - 20K €,0.5293205680528471,6.0,True,40%,4.951796650449251,2018-10-31 12:53:29.760,0.0,0,0
31225.0,20K - 20K €,0.6417032720088282,17.0,True,40%,6.291376714641207,2018-10-31 13:02:12.912,0.99,1,1
13368.0,0 - 20K €,0.2985658102232682,16.0,True,40%,5.407105491291521,2018-10-31 13:10:56.064,0.01,0,0
28569.0,40K - 60K €,0.6638047799094937,15.0,True,30%,4.10453545629094,2018-10-31 13:19:39.216,0.84,1,1
22227.0,20K - 20K €,0.714072878756053,14.0,False,10%,0.6920659639919481,2018-10-31 13:28:22.368,1.0,1,1
10516.0,40K - 60K €,0.7296117376430525,19.0,True,40%,2.31406569775313,2018-10-31 13:37:05.520,0.95,1,1
12302.0,20K - 20K €,0.5047291182332194,6.0,True,30%,6.626360241749953,2018-10-31 13:45:48.672,0.05,0,0
44312.0,0 - 20K €,0.2714524103836533,18.0,False,20%,6.6081401678589735,2018-10-31 13:54:31.824,0.0,0,0
74345.0,20K - 20K €,0.723975216434347,10.0,False,10%,0.0493224318010801,2018-10-31 14:03:14.976,1.0,1,1
36082.0,0 - 20K €,0.7147211395098316,8.0,True,10%,6.753594530845117,2018-10-31 14:11:58.128,0.2,0,0
44351.0,60K+ €,0.6994847275573355,6.0,True,10%,4.054055505118116,2018-10-31 14:20:41.280,0.01,0,0
16272.0,20K - 20K €,0.5648324372875752,12.0,True,40%,5.980361325141904,2018-10-31 14:29:24.432,0.97,1,1
30143.0,20K - 20K €,0.4488805004500991,8.0,True,30%,6.882066969715443,2018-10-31 14:38:07.584,0.55,0,1
43408.0,0 - 20K €,0.3334186871524753,18.0,False,40%,6.8069078583524325,2018-10-31 14:46:50.736,0.03,0,0
58315.0,60K+ €,0.6903284607945332,18.0,False,40%,0.0534829580774862,2018-10-31 14:55:33.888,0.93,1,1
11484.0,40K - 60K €,0.7313911156512304,21.0,True,0%,6.539831980863578,2018-10-31 15:04:17.040,0.93,1,1
67720.0,20K - 20K €,0.5529476646214221,6.0,True,30%,6.9587543743035205,2018-10-31 15:13:00.192,0.01,0,0
11392.0,20K - 20K €,0.7275123235919363,6.0,True,0%,6.873913561871012,2018-10-31 15:21:43.344,0.18,0,0
11685.0,40K - 60K €,0.6922334666580321,14.0,True,30%,5.959304317262622,2018-10-31 15:30:26.496,0.99,1,1
15593.0,40K - 60K €,0.699133483496912,19.0,False,40%,3.780675996439171,2018-10-31 15:39:09.648,1.0,1,1
26609.0,0 - 20K €,0.2624964183723656,18.0,False,40%,6.873472536925613,2018-10-31 15:47:52.800,0.1,0,0
14387.0,40K - 60K €,0.6278654230710096,21.0,False,30%,2.4657309573716826,2018-10-31 15:56:35.952,0.96,1,1
48826.0,40K - 60K €,0.7318350878465698,9.0,True,0%,5.647048469794573,2018-10-31 16:05:19.104,0.0,0,0
10415.0,40K - 60K €,0.7281414511667947,12.0,True,10%,2.7700679440468114,2018-10-31 16:14:02.256,0.92,1,1
10865.0,20K - 20K €,0.7101608906031109,21.0,False,0%,3.948554161627624,2018-10-31 16:22:45.408,1.0,1,1
10907.0,40K - 60K €,0.361183852851188,6.0,True,40%,5.096459113785538,2018-10-31 16:31:28.560,0.07,0,0
28532.0,20K - 20K €,0.7078706780996344,14.0,True,20%,6.829429398327553,2018-10-31 16:40:11.712,0.96,1,1
32046.0,20K - 20K €,0.7006743230673914,9.0,True,30%,0.4432388124595616,2018-10-31 16:48:54.864,0.96,1,1
24808.0,60K+ €,0.6962609863455516,20.0,True,30%,1.5862610734745677,2018-10-31 16:57:38.016,0.94,1,1
32939.0,0 - 20K €,0.2867843494533134,19.0,False,10%,6.215052622841251,2018-10-31 17:06:21.168,0.0,0,0
11212.0,60K+ €,0.7253399897023501,6.0,True,0%,5.958536702083467,2018-10-31 17:15:04.320,0.05,0,0
29725.0,60K+ €,0.7308908473034165,9.0,True,0%,6.589541431801296,2018-10-31 17:23:47.472,0.04,0,0
33494.0,0 - 20K €,0.5738371139291203,20.0,False,20%,6.346314117124332,2018-10-31 17:32:30.624,0.0,0,0
14508.0,0 - 20K €,0.6891128097356466,20.0,False,10%,4.8530313635358056,2018-10-31 17:41:13.776,0.9,1,1
13196.0,0 - 20K €,0.3364764907435011,17.0,False,0%,5.1995258873093295,2018-10-31 17:49:56.928,0.01,0,0
18789.0,20K - 20K €,0.703366921506174,18.0,True,10%,6.480724253016331,2018-10-31 17:58:40.080,1.0,1,1
15853.0,40K - 60K €,0.319893003145055,6.0,True,40%,1.5041692314646125,2018-10-31 18:07:23.232,0.15,0,0
15544.0,0 - 20K €,0.3105693430250941,16.0,False,40%,6.697798054570859,2018-10-31 18:16:06.384,0.02,0,0
70509.0,20K - 20K €,0.6375918587260718,6.0,True,40%,6.600763679338305,2018-10-31 18:24:49.536,0.0,0,0
15413.0,0 - 20K €,0.6022402414353127,17.0,True,20%,2.51698874688294,2018-10-31 18:33:32.688,0.97,1,1
12707.0,20K - 20K €,0.6792080374167093,18.0,False,10%,1.2915303815617354,2018-10-31 18:42:15.840,0.99,1,1
18802.0,20K - 20K €,0.7073691802128467,6.0,True,30%,6.784207668232076,2018-10-31 18:50:58.992,0.03,0,0
25791.0,40K - 60K €,0.6027226002614686,19.0,True,40%,5.073444266179024,2018-10-31 18:59:42.144,0.99,1,1
33817.0,40K - 60K €,0.5897814834560969,6.0,False,40%,2.5580611266069564,2018-10-31 19:08:25.296,0.05,0,0
41394.0,40K - 60K €,0.3724491504631184,19.0,False,40%,2.3138804320606403,2018-10-31 19:17:08.448,0.94,1,1
45778.0,40K - 60K €,0.6758978198308256,19.0,True,0%,6.849856520241329,2018-10-31 19:25:51.600,0.98,1,1
24458.0,60K+ €,0.6065400321817326,17.0,True,30%,5.064900478721078,2018-10-31 19:34:34.752,0.98,1,1
72124.0,60K+ €,0.6433718432520009,6.0,True,20%,6.526284643418347,2018-10-31 19:43:17.904,0.03,0,0
20646.0,0 - 20K €,0.4581747933780413,17.0,False,0%,6.237587631192133,2018-10-31 19:52:01.056,0.0,0,0
11093.0,0 - 20K €,0.2667944186357896,15.0,False,0%,1.18499982743268,2018-10-31 20:00:44.208,0.01,0,0
26773.0,0 - 20K €,0.3097419087333374,15.0,False,20%,6.922831715346264,2018-10-31 20:09:27.360,0.13,0,0
10565.0,0 - 20K €,0.5837054006612064,8.0,True,40%,4.887878479403086,2018-10-31 20:18:10.512,0.13,0,0
13452.0,40K - 60K €,0.7071364630954787,12.0,True,0%,3.207944503427445,2018-10-31 20:26:53.664,0.59,0,0
12058.0,20K - 20K €,0.7292765651994668,6.0,False,0%,6.936762595951381,2018-10-31 20:35:36.816,0.01,0,0
51969.0,20K - 20K €,0.5955125301028302,21.0,True,10%,6.727250319113147,2018-10-31 20:44:19.968,0.91,1,1
36776.0,20K - 20K €,0.7021549908208599,15.0,False,10%,0.2427206412731882,2018-10-31 20:53:03.120,1.0,1,1
19501.0,60K+ €,0.7159473740952967,20.0,False,40%,0.8403385739160539,2018-10-31 21:01:46.272,1.0,1,1
12974.0,0 - 20K €,0.4462249420877106,18.0,True,10%,3.4955049314091893,2018-10-31 21:10:29.424,0.3,0,0
35791.0,40K - 60K €,0.5561952030251737,10.0,True,40%,5.914803741901259,2018-10-31 21:19:12.576,0.89,1,1
31634.0,20K - 20K €,0.5062683922688335,6.0,False,40%,6.345378744287053,2018-10-31 21:27:55.728,0.03,0,0
38207.0,40K - 60K €,0.7035992601579026,21.0,True,20%,5.930220907501872,2018-10-31 21:36:38.880,0.99,1,1
17094.0,40K - 60K €,0.6963020014313229,21.0,False,30%,2.862721936441714,2018-10-31 21:45:22.032,0.96,1,1
30645.0,60K+ €,0.7118442890005426,15.0,False,0%,0.2869750645493736,2018-10-31 21:54:05.184,0.98,1,1
47926.0,0 - 20K €,0.4906762199371634,21.0,True,10%,5.95149469625446,2018-10-31 22:02:48.336,0.13,0,0
19021.0,0 - 20K €,0.4161921148510507,19.0,True,0%,6.399238813672316,2018-10-31 22:11:31.488,0.08,0,0
30238.0,0 - 20K €,0.2968285954405434,19.0,True,20%,4.461497794416697,2018-10-31 22:20:14.640,0.07,0,0
53313.0,40K - 60K €,0.6099076514410903,13.0,False,30%,0.1208492298651594,2018-10-31 22:28:57.792,0.95,1,1
50381.0,0 - 20K €,0.3668083458502221,20.0,True,30%,5.829298996522038,2018-10-31 22:37:40.944,0.13,0,0
41096.0,40K - 60K €,0.7015713789590157,6.0,True,30%,5.1253815065971065,2018-10-31 22:46:24.096,0.04,0,0
37869.0,20K - 20K €,0.6463507639681508,10.0,True,10%,6.597982181640515,2018-10-31 22:55:07.248,0.52,0,0
30421.0,0 - 20K €,0.356091344115177,18.0,False,30%,5.336025349582371,2018-10-31 23:03:50.400,0.0,0,1
58558.0,20K - 20K €,0.5587914078196782,20.0,True,40%,5.375792822525486,2018-10-31 23:12:33.552,0.99,1,1
60489.0,20K - 20K €,0.6894202403282277,20.0,True,30%,6.648210924409843,2018-10-31 23:21:16.704,0.95,1,1
17041.0,60K+ €,0.7065253069362258,19.0,False,40%,0.7203393584941749,2018-10-31 23:29:59.856,1.0,1,1
21143.0,60K+ €,0.7195301315899528,21.0,False,30%,0.5816214495276159,2018-10-31 23:38:43.008,0.97,1,1
60527.0,60K+ €,0.6928183359004446,6.0,True,20%,5.03516859482138,2018-10-31 23:47:26.160,0.0,0,0
15212.0,0 - 20K €,0.3040888371518037,18.0,False,40%,6.752483210575433,2018-10-31 23:56:09.312,0.06,0,0
28323.0,20K - 20K €,0.6602797000574357,12.0,True,30%,0.6756297212995914,2018-11-01 00:04:52.464,0.97,1,1
14269.0,0 - 20K €,0.3300812787125214,17.0,True,0%,4.466694046821851,2018-11-01 00:13:35.616,0.09,0,0
13020.0,0 - 20K €,0.2736482825405678,17.0,False,0%,4.194481835811704,2018-11-01 00:22:18.768,0.01,0,0
14321.0,40K - 60K €,0.7192181627046114,6.0,True,10%,5.44366861379247,2018-11-01 00:31:01.920,0.0,0,0
18703.0,0 - 20K €,0.360635413435767,17.0,False,0%,5.470135320455757,2018-11-01 00:39:45.072,0.03,0,0
15125.0,0 - 20K €,0.3750657447924606,16.0,True,10%,6.327113217414403,2018-11-01 00:48:28.224,0.02,0,0
16394.0,0 - 20K €,0.3404261173003196,19.0,False,20%,4.652940961159877,2018-11-01 00:57:11.376,0.0,0,0
20828.0,20K - 20K €,0.5466379383830955,20.0,False,20%,1.8366497866520544,2018-11-01 01:05:54.528,1.0,1,1
16907.0,40K - 60K €,0.7204849667530849,6.0,True,20%,6.555934339652028,2018-11-01 01:14:37.680,0.02,0,0
12409.0,0 - 20K €,0.3918396260141785,17.0,False,0%,4.280796253052802,2018-11-01 01:23:20.832,0.05,0,0
10166.0,40K - 60K €,0.7217888701859614,9.0,True,10%,3.964690842922247,2018-11-01 01:32:03.984,0.74,1,1
11235.0,20K - 20K €,0.7261308112311687,6.0,True,10%,5.16234490875073,2018-11-01 01:40:47.136,0.04,0,0
12506.0,20K - 20K €,0.7009824739891223,20.0,False,20%,3.2229049317286664,2018-11-01 01:49:30.288,0.95,1,1
14996.0,20K - 20K €,0.6809160828018551,19.0,False,30%,2.330586839712711,2018-11-01 01:58:13.440,1.0,1,1
15595.0,20K - 20K €,0.6308302912332853,21.0,True,40%,5.218274274914162,2018-11-01 02:06:56.592,0.99,1,1
11968.0,0 - 20K €,0.3099139998075244,14.0,False,20%,3.849843853539866,2018-11-01 02:15:39.744,0.0,0,0
